,Fixed telephone subscriptions,Urban population,Rural population,"Population ages 65 and above, male","Population ages 65 and above, total","Population ages 65 and above, female","Population ages 15-64, total","Population ages 15-64, male","Population ages 15-64, female","Population ages 0-14, male","Population ages 0-14, total","Population ages 0-14, female","Agriculture, forestry, and fishing, value added (current US$)","Industry (including construction), value added (current US$)","Manufacturing, value added (current US$)","Services, value added (current US$)",Mobile cellular subscriptions,Fixed broadband subscriptions,"Air transport, registered carrier departures worldwide",Country
1976,4356000.0,6808217.0,1414069.0,552950.0,1258720.0,705770.0,5268095.0,2666241.0,2601854.0,869578.0,1695471.0,825893.0,,,,,0.0,,113800.0,Sweden
1977,4495000.0,6838299.0,1413241.0,563187.0,1285215.0,722028.0,5276515.0,2669955.0,2606560.0,866485.0,1689810.0,823324.0,,,,,0.0,,100800.0,Sweden
1978,4595000.0,6864113.0,1411486.0,573247.0,1311453.0,738206.0,5287578.0,2675097.0,2612482.0,859427.0,1676567.0,817141.0,,,,,0.0,,99800.0,Sweden
1979,4678000.0,6885080.0,1408598.0,581622.0,1334506.0,752885.0,5304303.0,2683349.0,2620954.0,848068.0,1654869.0,806801.0,,,,,0.0,,103700.0,Sweden
1980,4820000.0,6904971.0,1405560.0,588203.0,1353912.0,765709.0,5327121.0,2695026.0,2632094.0,834916.0,1629498.0,794582.0,6829805600.0,42250965000.0,29652790000.0,80588690000.0,0.0,,117100.0,Sweden
1981,4895050.0,6914338.0,1406165.0,593328.0,1369424.0,776096.0,5349371.0,2706535.0,2642836.0,820499.0,1601709.0,781210.0,6317658600.0,36989923000.0,25741816000.0,74441820000.0,20362.0,,123400.0,Sweden
1982,4965900.0,6918294.0,1406969.0,598280.0,1384365.0,786085.0,5368741.0,2716818.0,2651923.0,805219.0,1572157.0,766938.0,5743321600.0,32272165000.0,22668335000.0,65777783000.0,27236.0,,127700.0,Sweden
1983,5016791.0,6921426.0,1407607.0,602799.0,1398641.0,795841.0,5383830.0,2725111.0,2658719.0,792141.0,1546562.0,754422.0,5203605500.0,29920258000.0,21234434000.0,60025690000.0,36294.0,,140100.0,Sweden
1984,5127591.0,6927719.0,1408886.0,607026.0,1411976.0,804950.0,5395614.0,2731645.0,2663969.0,783315.0,1529015.0,745700.0,5401226000.0,32360198000.0,23092220000.0,60830720000.0,57914.0,,152000.0,Sweden
1985,5242497.0,6939171.0,1411215.0,615126.0,1433145.0,818018.0,5399714.0,2734617.0,2665096.0,777664.0,1517527.0,739863.0,5595398700.0,33853061000.0,24218333000.0,62897250000.0,73000.0,,150300.0,Sweden
1986,5373000.0,6955328.0,1414501.0,625329.0,1458905.0,833576.0,5402782.0,2737532.0,2665250.0,773034.0,1508142.0,735109.0,7111587300.0,44064506000.0,31527274000.0,83585670000.0,112600.0,,173100.0,Sweden
1987,5480500.0,6978575.0,1419229.0,632552.0,1478630.0,846078.0,5417246.0,2746274.0,2670973.0,769888.0,1501928.0,732041.0,8201488000.0,52987093000.0,37973443000.0,101571920000.0,173000.0,,180200.0,Sweden
1988,5601000.0,7010722.0,1425767.0,637894.0,1493699.0,855806.0,5438941.0,2758395.0,2680547.0,771010.0,1503849.0,732839.0,8863194000.0,59483850000.0,42336113000.0,115450470000.0,243000.0,,189700.0,Sweden
1989,5716000.0,7057653.0,1435311.0,643760.0,1509247.0,865487.0,5469632.0,2774928.0,2694704.0,776500.0,1514085.0,737585.0,9168216000.0,62042060000.0,43268927000.0,122296900000.0,349000.0,,203000.0,Sweden
1990,5848700.0,7112392.0,1446443.0,649201.0,1523804.0,874603.0,5502023.0,2792282.0,2709740.0,786422.0,1533008.0,746586.0,10057880000.0,71056060000.0,48125907000.0,149600680000.0,461200.0,,208000.0,Sweden
1991,5957000.0,7170001.0,1447374.0,652134.0,1532874.0,880740.0,5524992.0,2804648.0,2720344.0,800239.0,1559509.0,759269.0,8859573000.0,69707890000.0,45777290000.0,158164620000.0,568200.0,,178100.0,Sweden
1992,5929000.0,7225787.0,1442280.0,653169.0,1537643.0,884473.0,5542327.0,2814028.0,2728298.0,815086.0,1588098.0,773012.0,8726857000.0,69571120000.0,45117977000.0,169464530000.0,656000.0,,186700.0,Sweden
1993,5910000.0,7281393.0,1437168.0,653775.0,1540949.0,887174.0,5560607.0,2823799.0,2736808.0,829983.0,1617004.0,787021.0,6157848600.0,51349537000.0,34554053000.0,127297710000.0,774500.0,,183200.0,Sweden
1994,5967000.0,7346937.0,1433808.0,655708.0,1547091.0,891382.0,5590492.0,2839293.0,2751199.0,843432.0,1643163.0,799731.0,6642820000.0,57499610000.0,40606400000.0,135145670000.0,1381000.0,,195100.0,Sweden
1995,6013000.0,7399093.0,1427846.0,656919.0,1551575.0,894657.0,5617694.0,2853323.0,2764370.0,850943.0,1657669.0,806726.0,7722793000.0,71960945000.0,52817070000.0,155208940000.0,2008000.0,,170600.0,Sweden
1996,6032000.0,7418835.0,1422163.0,655885.0,1550209.0,894325.0,5630760.0,2860061.0,2770699.0,852196.0,1660029.0,807833.0,7450939400.0,76498660000.0,56113332000.0,173767380000.0,2492000.0,,183500.0,Sweden
1997,6254000.0,7425561.0,1420501.0,654485.0,1547043.0,892558.0,5642084.0,2865820.0,2776265.0,850528.0,1656935.0,806407.0,6623400400.0,70558230000.0,52411556000.0,159991220000.0,3169000.0,,207400.0,Sweden
1998,6389000.0,7432163.0,1418811.0,652523.0,1542348.0,889825.0,5657246.0,2873625.0,2783621.0,847500.0,1651380.0,803880.0,6259324000.0,71481280000.0,53787218000.0,161576620000.0,4109000.0,,223400.0,Sweden
1999,6093000.0,7440437.0,1417437.0,650176.0,1535993.0,885817.0,5677856.0,2884320.0,2793536.0,843472.0,1644025.0,800553.0,5838255000.0,71326370000.0,53950063000.0,165245320000.0,5126000.0,,236300.0,Sweden
2000,6056000.0,7454878.0,1417231.0,649513.0,1531731.0,882219.0,5705560.0,2898605.0,2806956.0,838461.0,1634817.0,796357.0,5106524700.0,69317740000.0,52984330000.0,159209030000.0,6372300.0,249000.0,247707.0,Sweden
2001,5954000.0,7478923.0,1417037.0,651267.0,1531389.0,880122.0,5740198.0,2916387.0,2823811.0,832890.0,1624373.0,791483.0,4714447400.0,63057867000.0,46582276000.0,147582650000.0,7178000.0,587000.0,233803.0,Sweden
2002,5849000.0,7508835.0,1416123.0,654387.0,1532906.0,878519.0,5778058.0,2935700.0,2842358.0,827477.0,1613994.0,786517.0,5069271000.0,68353000000.0,49824588000.0,163244920000.0,7949000.0,840000.0,198291.0,Sweden
2003,5780000.0,7542470.0,1415759.0,658895.0,1537272.0,878376.0,5818303.0,2956216.0,2862087.0,821590.0,1602655.0,781065.0,6214091000.0,84252746000.0,60450517000.0,206110590000.0,8801000.0,1095000.0,183532.0,Sweden
2004,5688000.0,7577769.0,1415762.0,665782.0,1546490.0,880707.0,5858520.0,2976757.0,2881763.0,814345.0,1588522.0,774176.0,7039013000.0,96545870000.0,66973290000.0,238663200000.0,8785000.0,1410000.0,190315.0,Sweden
2005,5635000.0,7613645.0,1415927.0,673428.0,1556703.0,883274.0,5902015.0,2998779.0,2903236.0,805366.0,1570855.0,765489.0,4917504000.0,97664156000.0,67287870000.0,244617360000.0,9104000.0,2522000.0,,Sweden
2006,5547000.0,7666670.0,1413835.0,682579.0,1569778.0,887199.0,5955758.0,3026105.0,2929653.0,797224.0,1554969.0,757745.0,5763465000.0,106850590000.0,72566480000.0,262541260000.0,9607000.0,2489000.0,,Sweden
2007,5500000.0,7738188.0,1409904.0,697098.0,1592536.0,895438.0,6009971.0,3053645.0,2956326.0,792476.0,1545585.0,753108.0,7754039300.0,124994380000.0,84405810000.0,302916340000.0,10116852.0,2780298.0,,Sweden
2008,5338000.0,7813274.0,1406363.0,716907.0,1625488.0,908580.0,6052458.0,3075196.0,2977261.0,790833.0,1541691.0,750858.0,8114882000.0,126751530000.0,81746600000.0,323560700000.0,10014000.0,2902833.0,,Sweden
2009,5140000.0,7894625.0,1403890.0,740966.0,1667583.0,926616.0,6085118.0,3091925.0,2993192.0,793521.0,1545814.0,752293.0,6271656000.0,97797300000.0,60016595000.0,281032300000.0,10440000.0,2945093.0,,Sweden
2010,4734480.0,7976659.0,1401467.0,766792.0,1713176.0,946384.0,6105521.0,3102707.0,3002814.0,800986.0,1559429.0,758443.0,8177981400.0,117769010000.0,72986500000.0,311519740000.0,10992407.0,2999537.0,,Sweden
2011,4482202.0,8059895.0,1389318.0,791715.0,1757323.0,965608.0,6112322.0,3107082.0,3005239.0,811714.0,1579568.0,767853.0,9590142000.0,135672000000.0,83800780000.0,363437800000.0,11454252.0,3027459.0,,Sweden
2012,4169083.0,8150488.0,1368886.0,815345.0,1799295.0,983950.0,6115482.0,3110195.0,3005286.0,824924.0,1604597.0,779673.0,8547729000.0,127089295000.0,76908310000.0,354488320000.0,11848449.0,3073174.0,,Sweden
2013,3928425.0,8250182.0,1350197.0,838358.0,1840599.0,1002241.0,6125446.0,3117561.0,3007885.0,840258.0,1634334.0,794076.0,8606270000.0,129506250000.0,78079090000.0,382681740000.0,12014368.0,3147615.0,,Sweden
2014,3778569.0,8362604.0,1333506.0,861094.0,1882148.0,1021054.0,6147147.0,3131603.0,3015544.0,856590.0,1666815.0,810225.0,8399476000.0,126787390000.0,76021190000.0,382244160000.0,12312533.0,3281408.0,,Sweden
2015,3554665.0,8481489.0,1317697.0,881856.0,1919828.0,1037971.0,6179135.0,3150878.0,3028257.0,873521.0,1700223.0,826702.0,7321774000.0,111921260000.0,68720206000.0,329851760000.0,12638827.0,3496240.0,,Sweden
2016,3104305.0,8618398.0,1304687.0,901522.0,1955588.0,1054066.0,6230295.0,3179723.0,3050572.0,892608.0,1737202.0,844593.0,7212691000.0,111965420000.0,68024476000.0,337586880000.0,12543188.0,3679768.0,,Sweden
2017,2617672.0,8764881.0,1292817.0,920830.0,1990782.0,1069952.0,6293336.0,3214615.0,3078721.0,911528.0,1773580.0,862051.0,7809812500.0,119718640000.0,70578760000.0,352143180000.0,12519313.0,3854837.0,,Sweden
2018,2163913.0,8896291.0,1278923.0,938639.0,2022999.0,1084360.0,6350231.0,3246363.0,3103868.0,926492.0,1801984.0,875492.0,7736308000.0,122213720000.0,72383860000.0,362302930000.0,12626282.0,3942088.0,,Sweden
2019,1750989.0,9015406.0,1263481.0,954877.0,2052649.0,1097772.0,6402513.0,3275987.0,3126526.0,938016.0,1823725.0,885709.0,7432269300.0,116939430000.0,68360130000.0,349771830000.0,12895854.0,4038725.0,560422.2,Sweden
2020,1478610.0,9108648.0,1244794.0,966700.0,2074063.0,1107363.0,6442152.0,3299278.0,3142874.0,945254.0,1837227.0,891973.0,7272285700.0,118112756000.0,67620426000.0,360200730000.0,12791840.0,4179574.0,168012.19,Sweden
2021,1382146.0,9190703.0,1225108.0,977403.0,2094024.0,1116621.0,6476727.0,3319743.0,3156984.0,949534.0,1845060.0,895526.0,8200134700.0,143932180000.0,80588070000.0,411975000000.0,12843683.0,4175604.0,,Sweden
1960,1090975.0,3778708.0,1549119.0,226850.0,545181.0,318332.0,3502255.0,1699999.0,1802257.0,654284.0,1280390.0,626106.0,,,,,0.0,,,Switzerland
1961,1090980.0,3871554.0,1562740.0,231805.0,559029.0,327224.0,3571040.0,1738030.0,1833010.0,665010.0,1304225.0,639216.0,,,,,,,,Switzerland
1962,1090980.0,3987452.0,1586363.0,236859.0,573285.0,336426.0,3657197.0,1785956.0,1871241.0,683467.0,1343333.0,659866.0,,,,,,,,Switzerland
1963,1090980.0,4090405.0,1603842.0,240950.0,585732.0,344782.0,3735926.0,1829464.0,1906462.0,698084.0,1372589.0,674505.0,,,,,,,,Switzerland
1964,1090980.0,4175596.0,1613632.0,246019.0,600361.0,354342.0,3794278.0,1861817.0,1932461.0,709789.0,1394589.0,684800.0,,,,,,,,Switzerland
1965,1466000.0,4241081.0,1615391.0,251892.0,616424.0,364533.0,3827546.0,1880800.0,1946747.0,719957.0,1412501.0,692544.0,,,,,0.0,,,Switzerland
1966,1466000.0,4302743.0,1615259.0,257905.0,632814.0,374909.0,3856051.0,1897883.0,1958167.0,729007.0,1429137.0,700130.0,,,,,,,,Switzerland
1967,1466000.0,4373584.0,1618201.0,265004.0,651177.0,386173.0,3897228.0,1921885.0,1975343.0,736118.0,1443380.0,707261.0,,,,,,,,Switzerland
1968,1466000.0,4446360.0,1621354.0,271726.0,668496.0,396770.0,3945064.0,1948690.0,1996375.0,741748.0,1454154.0,712406.0,,,,,,,,Switzerland
1969,1466000.0,4513988.0,1622399.0,277912.0,684706.0,406794.0,3990159.0,1973600.0,2016559.0,745874.0,1461522.0,715648.0,,,,,,,,Switzerland
1970,1945000.0,4564145.0,1616732.0,284485.0,701989.0,417504.0,4009900.0,1985886.0,2024014.0,749155.0,1468987.0,719833.0,,,,,0.0,,84600.0,Switzerland
1971,1945000.0,4597418.0,1615981.0,291469.0,719731.0,428263.0,4019064.0,1991201.0,2027862.0,752517.0,1474604.0,722087.0,,,,,,,86500.0,Switzerland
1972,1945000.0,4635987.0,1624969.0,298851.0,738102.0,439251.0,4051010.0,2006517.0,2044493.0,752554.0,1471844.0,719290.0,,,,,,,83100.0,Switzerland
1973,1945000.0,4673744.0,1633603.0,306598.0,757758.0,451160.0,4087200.0,2024012.0,2063188.0,748127.0,1462389.0,714262.0,,,,,,,85700.0,Switzerland
1974,1945000.0,4702405.0,1639000.0,314283.0,777593.0,463310.0,4115690.0,2037876.0,2077814.0,741057.0,1448122.0,707065.0,,,,,,,87700.0,Switzerland
1975,2470000.0,4703772.0,1634860.0,321619.0,796685.0,475067.0,4119947.0,2040065.0,2079882.0,728015.0,1422000.0,693985.0,,,,,0.0,,89500.0,Switzerland
1976,2523000.0,4680366.0,1622138.0,328040.0,813925.0,485885.0,4104998.0,2033306.0,2071692.0,708480.0,1383581.0,675102.0,,,,,0.0,,89300.0,Switzerland
1977,2599000.0,4667917.0,1613257.0,334416.0,830957.0,496541.0,4104340.0,2034031.0,2070308.0,689180.0,1345877.0,656697.0,,,,,0.0,,90500.0,Switzerland
1978,2677000.0,4671729.0,1610009.0,340890.0,847769.0,506879.0,4122417.0,2043787.0,2078630.0,671804.0,1311552.0,639749.0,,,,,0.0,,93600.0,Switzerland
1979,2755000.0,4684518.0,1609847.0,346821.0,863081.0,516260.0,4153624.0,2060549.0,2093075.0,654573.0,1277660.0,623088.0,,,,,0.0,,95300.0,Switzerland
1980,2839000.0,4706505.0,1612903.0,351084.0,874594.0,523510.0,4197185.0,2084064.0,2113121.0,639035.0,1247629.0,608594.0,,,,,0.0,,97700.0,Switzerland
1981,2925000.0,4731625.0,1622449.0,353515.0,881727.0,528212.0,4250033.0,2112280.0,2137753.0,626180.0,1222314.0,596134.0,,,,,0.0,,95900.0,Switzerland
1982,3010000.0,4755517.0,1635792.0,355704.0,887706.0,532002.0,4304232.0,2141165.0,2163067.0,614660.0,1199371.0,584711.0,,,,,0.0,,109200.0,Switzerland
1983,3095057.0,4772101.0,1646672.0,357411.0,892608.0,535197.0,4348689.0,2164894.0,2183795.0,603496.0,1177475.0,573980.0,,,,,0.0,,111400.0,Switzerland
1984,3184401.0,4785404.0,1656461.0,359467.0,898648.0,539181.0,4385670.0,2185012.0,2200658.0,593426.0,1157548.0,564121.0,,,,,0.0,,111600.0,Switzerland
1985,3277026.0,4802758.0,1667607.0,363734.0,909843.0,546108.0,4419161.0,2204385.0,2214776.0,584826.0,1141361.0,556535.0,,,,,0.0,,115800.0,Switzerland
1986,3381492.0,4823914.0,1680210.0,369736.0,924854.0,555118.0,4449653.0,2222379.0,2227274.0,578193.0,1129617.0,551425.0,,,,,0.0,,122200.0,Switzerland
1987,3499609.0,4850382.0,1694724.0,375499.0,939272.0,563773.0,4482133.0,2240859.0,2241273.0,574724.0,1123701.0,548977.0,,,,,5475.0,,122700.0,Switzerland
1988,3632765.0,4882139.0,1711247.0,380634.0,952639.0,572004.0,4515453.0,2259611.0,2255841.0,575360.0,1125295.0,549934.0,,,,,30768.0,,132000.0,Switzerland
1989,3784506.0,4917784.0,1729128.0,385250.0,965476.0,580225.0,4548888.0,2279095.0,2269793.0,579109.0,1132549.0,553440.0,,,,,72735.0,,145900.0,Switzerland
1990,3942701.0,4964515.0,1751004.0,389705.0,977774.0,588069.0,4589545.0,2302887.0,2286658.0,587177.0,1148200.0,561023.0,5606245400.0,81309680000.0,52805333000.0,171924280000.0,125047.0,,152100.0,Switzerland
1991,4080651.0,5023076.0,1776902.0,393861.0,989335.0,595474.0,4640714.0,2329136.0,2311578.0,599023.0,1169929.0,570906.0,5324883000.0,81538466000.0,53094650000.0,175982130000.0,174557.0,,150800.0,Switzerland
1992,4184841.0,5075050.0,1800314.0,397939.0,1000176.0,602237.0,4682667.0,2349030.0,2333637.0,611444.0,1192521.0,581077.0,5069020700.0,82756570000.0,54395953000.0,186260640000.0,215061.0,,157600.0,Switzerland
1993,4265818.0,5117803.0,1820462.0,402457.0,1011277.0,608821.0,4712180.0,2363920.0,2348259.0,623164.0,1214808.0,591643.0,4510821000.0,79180230000.0,52359180000.0,182456990000.0,257703.0,,168900.0,Switzerland
1994,4257596.0,5154986.0,1838809.0,407444.0,1023303.0,615859.0,4739178.0,2377385.0,2361792.0,631946.0,1231314.0,599369.0,4582459000.0,90138930000.0,59035267000.0,199768640000.0,332165.0,,174900.0,Switzerland
1995,4480000.0,5185748.0,1854939.0,413062.0,1035840.0,622778.0,4762122.0,2388128.0,2373994.0,638071.0,1242725.0,604655.0,4935387000.0,102605460000.0,66858033000.0,234793620000.0,447167.0,,191200.0,Switzerland
1996,4571000.0,5204882.0,1866968.0,418855.0,1047749.0,628894.0,4774804.0,2393398.0,2381406.0,641600.0,1249297.0,607697.0,4148612400.0,95325700000.0,63723310000.0,230761660000.0,662713.0,,218200.0,Switzerland
1997,4688000.0,5213607.0,1875299.0,424844.0,1059282.0,634438.0,4779629.0,2395008.0,2384620.0,642145.0,1249995.0,607850.0,3670672000.0,80438030000.0,55356994000.0,201650930000.0,1044379.0,,220800.0,Switzerland
1998,4884000.0,5225282.0,1884719.0,431224.0,1071731.0,640507.0,4789788.0,2399741.0,2390048.0,641509.0,1248482.0,606973.0,3556341500.0,80868810000.0,55954244000.0,209184590000.0,1698565.0,,250300.0,Switzerland
1999,5066000.0,5246404.0,1897587.0,438459.0,1085388.0,646929.0,4809903.0,2409968.0,2399934.0,641712.0,1248699.0,606987.0,3253825800.0,78285180000.0,54200100000.0,204347620000.0,3057509.0,,276300.0,Switzerland
2000,5235733.0,5272018.0,1912232.0,446409.0,1099734.0,653325.0,4835920.0,2422353.0,2413566.0,641944.0,1248596.0,606651.0,2942628600.0,71111290000.0,49257435000.0,192875090000.0,4638519.0,56416.0,289031.0,Switzerland
2001,5383483.0,5304905.0,1924949.0,454559.0,1115409.0,660850.0,4877527.0,2443140.0,2434387.0,635312.0,1236918.0,601607.0,2639209000.0,75211500000.0,52635873000.0,196971770000.0,5275791.0,140000.0,284899.0,Switzerland
2002,5387568.0,5347082.0,1937671.0,462340.0,1129663.0,667323.0,4930436.0,2470364.0,2460072.0,628435.0,1224654.0,596219.0,2887818000.0,81760666000.0,58018400000.0,212997260000.0,5736303.0,455220.0,242800.0,Switzerland
2003,5323452.0,5388808.0,1950193.0,470028.0,1142456.0,672428.0,4977367.0,2493755.0,2483612.0,626038.0,1219179.0,593141.0,3030539000.0,94162770000.0,67219665000.0,251419410000.0,6189000.0,783874.0,189121.0,Switzerland
2004,5253450.0,5427827.0,1961798.0,479060.0,1158212.0,679152.0,5020418.0,2515473.0,2504945.0,622162.0,1210995.0,588833.0,3776584000.0,103205850000.0,74558710000.0,281540430000.0,6274763.0,1227397.0,144703.0,Switzerland
2005,5149736.0,5464643.0,1972472.0,488794.0,1175897.0,687104.0,5060219.0,2536200.0,2524019.0,617265.0,1200998.0,583733.0,3424160800.0,108030750000.0,78296375000.0,291264820000.0,6834233.0,1669217.0,134839.0,Switzerland
2006,5021743.0,5500991.0,1982943.0,500075.0,1196852.0,696776.0,5097421.0,2556066.0,2541355.0,611558.0,1189662.0,578104.0,3326825700.0,114837350000.0,84251180000.0,306843350000.0,7436157.0,2050184.0,125126.0,Switzerland
2007,4927184.0,5552336.0,1998781.0,514387.0,1222961.0,708574.0,5146837.0,2583241.0,2563596.0,607492.0,1181319.0,573827.0,3794223600.0,127253710000.0,94535410000.0,341092170000.0,8208884.0,2380588.0,139124.0,Switzerland
2008,4827882.0,5625324.0,2022351.0,530639.0,1252711.0,722072.0,5215088.0,2621203.0,2593885.0,607016.0,1179876.0,572861.0,4444735500.0,147185010000.0,109755590000.0,394659040000.0,8896706.0,2556297.0,158788.0,Switzerland
2009,5131810.0,5697988.0,2045843.0,547800.0,1284448.0,736649.0,5277274.0,2654363.0,2622911.0,608378.0,1182109.0,573730.0,4004230400.0,137127720000.0,99199400000.0,393575070000.0,9322580.0,2741199.0,168280.0,Switzerland
2010,4907773.0,5759681.0,2065228.0,563546.0,1313796.0,750250.0,5324519.0,2680011.0,2644508.0,609979.0,1186594.0,576614.0,3970026500.0,147883430000.0,107172340000.0,425421830000.0,9644157.0,2913517.0,224807.0,Switzerland
2011,4898770.0,5825978.0,2086420.0,580306.0,1345943.0,765637.0,5373298.0,2707190.0,2666108.0,612577.0,1193157.0,580580.0,4844414000.0,179197720000.0,130252180000.0,506699020000.0,10082636.0,3078338.0,244994.0,Switzerland
2012,4721981.0,5889928.0,2106933.0,598745.0,1380632.0,781886.0,5418212.0,2731596.0,2686616.0,615253.0,1198017.0,582763.0,4355933000.0,168886090000.0,121711714000.0,490702370000.0,10561075.0,3212371.0,257233.25,Switzerland
2013,4593321.0,5959745.0,2129601.0,616959.0,1414537.0,797578.0,5467989.0,2758637.0,2709351.0,619903.0,1206821.0,586918.0,4679044600.0,174455650000.0,125713640000.0,504162420000.0,11048637.0,3438094.0,266128.0,Switzerland
2014,4374700.0,6034707.0,2153942.0,634698.0,1448097.0,813399.0,5521551.0,2787240.0,2734311.0,626212.0,1219001.0,592789.0,5150264300.0,176722440000.0,127503930000.0,521282060000.0,11150000.0,3535986.0,263267.0,Switzerland
2015,4140000.0,6105617.0,2176779.0,651323.0,1479382.0,828059.0,5571771.0,2814023.0,2757748.0,632467.0,1231243.0,598776.0,4348277000.0,167984410000.0,118823720000.0,499985220000.0,11243210.0,3700563.0,250094.0,Switzerland
2016,3772545.0,6174416.0,2198922.0,666845.0,1508286.0,841441.0,5618817.0,2840611.0,2778205.0,640121.0,1246235.0,606114.0,4526424000.0,165713870000.0,119227510000.0,497058740000.0,11242105.0,3775916.0,229530.0,Switzerland
2017,3559361.0,6234162.0,2217678.0,681611.0,1536158.0,854548.0,5653337.0,2860058.0,2793280.0,648365.0,1262345.0,613980.0,4389036000.0,168361600000.0,121597714000.0,501171100000.0,11088598.0,3916720.0,216436.0,Switzerland
2018,3331277.0,6283319.0,2231010.0,695907.0,1563463.0,867556.0,5674165.0,2870292.0,2803873.0,655663.0,1276701.0,621038.0,4670853600.0,177212590000.0,128184410000.0,522870330000.0,10788602.0,3883878.0,219782.0,Switzerland
2019,3171158.0,6332759.0,2242521.0,710466.0,1591310.0,880844.0,5694350.0,2880244.0,2814107.0,662354.0,1289621.0,627267.0,4672636400.0,178330810000.0,129294880000.0,518389430000.0,10886648.0,4022520.0,225755.0,Switzerland
2020,3063802.0,6384901.0,2253266.0,724193.0,1617570.0,893377.0,5719712.0,2893245.0,2826468.0,668346.0,1300885.0,632539.0,5181051400.0,183589340000.0,131200926000.0,530987120000.0,11006060.0,4014742.0,81283.2,Switzerland
2021,2956500.0,6440172.0,2263233.0,741645.0,1650628.0,908983.0,5741547.0,2904642.0,2836905.0,673658.0,1311230.0,637572.0,5037625300.0,196942710000.0,144042160000.0,575847140000.0,11060700.0,4007000.0,,Switzerland
1960,38885.0,1697065.0,2913647.0,115245.0,228428.0,113183.0,2302092.0,1177825.0,1124268.0,1073053.0,2080192.0,1007140.0,,,,,0.0,,,Syrian Arab Republic
1961,38885.0,1777026.0,2974508.0,114020.0,226922.0,112902.0,2358591.0,1207147.0,1151444.0,1116078.0,2166021.0,1049943.0,,,,,,,,Syrian Arab Republic
1962,38885.0,1862252.0,3032743.0,113047.0,226158.0,113111.0,2417964.0,1238436.0,1179528.0,1157920.0,2250873.0,1092953.0,,,,,,,,Syrian Arab Republic
1963,38885.0,1952207.0,3093038.0,112212.0,225781.0,113569.0,2486674.0,1275057.0,1211618.0,1197701.0,2332790.0,1135089.0,,,,,,,,Syrian Arab Republic
1964,38885.0,2047268.0,3155578.0,111518.0,225735.0,114216.0,2559596.0,1312960.0,1246636.0,1239828.0,2417515.0,1177687.0,,,,,,,,Syrian Arab Republic
1965,57000.0,2147703.0,3220748.0,110936.0,225914.0,114978.0,2633038.0,1350003.0,1283035.0,1286839.0,2509499.0,1222660.0,,,,,0.0,,,Syrian Arab Republic
1966,57000.0,2253766.0,3288237.0,110416.0,226228.0,115812.0,2710120.0,1388856.0,1321263.0,1335971.0,2605655.0,1269683.0,,,,,,,,Syrian Arab Republic
1967,57000.0,2365557.0,3357749.0,109962.0,226735.0,116773.0,2790628.0,1429202.0,1361425.0,1387198.0,2705943.0,1318745.0,,,,,,,,Syrian Arab Republic
1968,57000.0,2483399.0,3429316.0,109651.0,227562.0,117910.0,2875048.0,1471428.0,1403620.0,1440366.0,2810105.0,1369739.0,,,,,,,,Syrian Arab Republic
1969,57000.0,2607780.0,3503584.0,109603.0,228826.0,119222.0,2963827.0,1515968.0,1447860.0,1495823.0,2918711.0,1422888.0,,,,,,,,Syrian Arab Republic
1970,79792.0,2739057.0,3580142.0,109825.0,230593.0,120768.0,3056679.0,1562584.0,1494096.0,1553654.0,3031926.0,1478273.0,398952860.0,406806270.0,,974345540.0,0.0,,4200.0,Syrian Arab Republic
1971,79792.0,2860671.0,3677855.0,110311.0,232934.0,122623.0,3156962.0,1613339.0,1543623.0,1613206.0,3148630.0,1535424.0,458115170.0,487958100.0,,,,,4300.0,Syrian Arab Republic
1972,79792.0,2983439.0,3785105.0,111084.0,235783.0,124700.0,3264610.0,1668138.0,1596472.0,1674150.0,3268151.0,1594002.0,640837700.0,511780100.0,,,,,5400.0,Syrian Arab Republic
1973,79792.0,3109733.0,3893381.0,112019.0,238891.0,126872.0,3373963.0,1722710.0,1651253.0,1736405.0,3390260.0,1653855.0,487804860.0,550840260.0,,,,,4500.0,Syrian Arab Republic
1974,79792.0,3240862.0,4004039.0,113265.0,242379.0,129114.0,3487099.0,1779037.0,1708061.0,1800221.0,3515424.0,1715202.0,919388350.0,1024400060.0,,,,,7600.0,Syrian Arab Republic
1975,128000.0,3378280.0,4118846.0,115042.0,246402.0,131359.0,3606032.0,1839113.0,1766919.0,1866175.0,3644692.0,1778517.0,1058378400.0,1287837800.0,,3220540400.0,0.0,,6800.0,Syrian Arab Republic
1976,137000.0,3521662.0,4237011.0,117153.0,250710.0,133556.0,3728541.0,1900776.0,1827765.0,1934963.0,3779422.0,1844459.0,1327651800.0,1537895800.0,,,0.0,,8300.0,Syrian Arab Republic
1977,151000.0,3670841.0,4358472.0,119409.0,255052.0,135643.0,3854274.0,1963828.0,1890446.0,2006771.0,3919987.0,1913216.0,1367643300.0,1588535000.0,,,0.0,,8800.0,Syrian Arab Republic
1978,169000.0,3826689.0,4483528.0,121995.0,259894.0,137899.0,3985064.0,2029049.0,1956015.0,2080948.0,4065259.0,1984310.0,1817579600.0,2000000000.0,,,0.0,,8600.0,Syrian Arab Republic
1979,191000.0,3988768.0,4611979.0,124936.0,265370.0,140434.0,4122143.0,2096951.0,2025191.0,2156456.0,4213234.0,2056778.0,1828025500.0,2607133700.0,,,0.0,,7900.0,Syrian Arab Republic
